web-scraper-order,web-scraper-start-url,huizen,prijzen,adres,vierkante_meter,energielabel,prijs per m2,Wijk code,regio,PrijsRange
1709564149-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 84),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 133),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 2),,1101 DA Amsterdam,106.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 36),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 40),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709564187-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,SPOT Amsterdam | Toren A1 (Bouwnr. 68),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564187-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,SPOT Amsterdam | Toren A1 (Bouwnr. 24),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709564187-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,SPOT Amsterdam | Toren A1 (Bouwnr. 8),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709564187-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,SPOT Amsterdam | Toren A1 (Bouwnr. 97),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564187-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Sloterweg 1029,2950000.0,1066 CC Amsterdam,360.0,,8194.444444444445,1066,Amsterdam Nieuw-West,"> €1,5M"
1709564187-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Prinsengracht 981,2700000.0,1017 KM Amsterdam,281.0,,9608.540925266903,1017,Amsterdam-Zuid-Oost,"> €1,5M"
1709564187-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Nida Senffstraat 17 +PP,580000.0,1095 MX Amsterdam,70.0,A++++,8285.714285714286,1095,Amsterdam-Oost,€500k - €750k
1709564187-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Oude Nieuwstraat 10,550000.0,1012 TD Amsterdam,72.0,,7638.888888888889,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709564187-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Donarstraat 13 -2,485000.0,1076 CA Amsterdam,61.0,G,7950.819672131148,1076,Amsterdam-Zuid,€250k - €500k
1709564187-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Meer en Vaart 76 B,650000.0,1068 ZZ Amsterdam,121.0,A,5371.900826446281,1068,Amsterdam Nieuw-West,€500k - €750k
1709564187-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Slangenburg 21,540000.0,1082 JT Amsterdam,87.0,E,6206.896551724138,1082,Amsterdam-Zuid,€500k - €750k
1709564187-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Admiraal De Ruijterweg 383 H,645000.0,1055 MC Amsterdam,149.0,,4328.859060402685,1055,Amsterdam-West,€500k - €750k
1709564187-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Tussen Meer 162,385000.0,1069 DV Amsterdam,83.0,,4638.55421686747,1069,Amsterdam Nieuw-West,€250k - €500k
1709564187-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Renooiplein 15,295000.0,1107 EA Amsterdam,72.0,B,4097.222222222223,1107,Amsterdam-Zuid-Oost,€250k - €500k
1709564187-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=37,Hoofdweg 420 III,375000.0,1056 DG Amsterdam,58.0,D,6465.517241379311,1056,Amsterdam-West,€250k - €500k
1709564208-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Witte de Withstraat 141 -1,510000.0,1057 XS Amsterdam,72.0,C,7083.333333333333,1057,Amsterdam-West,€500k - €750k
1709564208-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Ank van der Moerstraat 32 D,265000.0,1065 LH Amsterdam,27.0,C,9814.814814814816,1065,Amsterdam Nieuw-West,€250k - €500k
1709564208-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Blasiusstraat 110 4,435000.0,1091 CX Amsterdam,44.0,B,9886.363636363636,1091,Amsterdam-Oost,€250k - €500k
1709564208-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Baden Powellweg 263 B-7,215000.0,1069 LH Amsterdam,26.0,E,8269.23076923077,1069,Amsterdam Nieuw-West,< €250k
1709564208-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Marnixstraat 152 III,465000.0,1016 TE Amsterdam,65.0,E,7153.846153846154,1016,Amsterdam-Zuid-Oost,€250k - €500k
1709564208-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Bos en Lommerplantsoen 113 F,230000.0,1055 AA Amsterdam,30.0,A,7666.666666666667,1055,Amsterdam-West,< €250k
1709564208-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Venetiëhof 133,695000.0,1019 NC Amsterdam,102.0,C,6813.725490196079,1019,Oostelijk Havengebied (Amsterdam-Oost),€500k - €750k
1709564208-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Hemonylaan 17 3A,339000.0,1074 BH Amsterdam,31.0,E,10935.483870967742,1074,Amsterdam-Zuid,€250k - €500k
1709564208-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Gijsbrecht van IJselsteinstraat 247,475000.0,1082 KJ Amsterdam,67.0,D,7089.55223880597,1082,Amsterdam-Zuid,€250k - €500k
1709564208-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Marnixstraat 378 O*,499000.0,1016 XX Amsterdam,62.0,A,8048.387096774193,1016,Amsterdam-Zuid-Oost,€250k - €500k
1709564208-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Bestevâerstraat 259,1975000.0,1055 TP Amsterdam,207.0,,9541.062801932367,1055,Amsterdam-West,"> €1,5M"
1709564208-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Iwan Kantemanplein 72,850000.0,1060 RM Amsterdam,188.0,,4521.276595744681,1060,Amsterdam Nieuw-West,€750k - €1M
1709564208-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Da Costakade 116 -II,650000.0,1053 XB Amsterdam,70.0,B,9285.714285714286,1053,Amsterdam-West,€500k - €750k
1709564208-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Eerste Jacob van Campenstraat 36 III,650000.0,1072 BG Amsterdam,76.0,C,8552.631578947368,1072,Amsterdam-Zuid,€500k - €750k
1709564208-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=38,Purperhoedenveem 38,1000000.0,1019 HM Amsterdam,120.0,A+,8333.333333333334,1019,Oostelijk Havengebied (Amsterdam-Oost),"€1M - €1,25M"
1709564266-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Mattenbiesstraat 77,775000.0,1087 ER Amsterdam,125.0,,6200.0,1087,Amsterdam-Oost,€750k - €1M
1709564266-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Von Zesenstraat 404,475000.0,1093 BJ Amsterdam,69.0,B,6884.057971014493,1093,Amsterdam-Oost,€250k - €500k
1709564266-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Lindenhoevestraat 37,1050000.0,1096 DV Amsterdam,120.0,A+++,8750.0,1096,Amsterdam-Oost,"€1M - €1,25M"
1709564266-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Ferdinand Bolstraat 139 BOV,1350000.0,1072 LG Amsterdam,173.0,C,7803.468208092486,1072,Amsterdam-Zuid,"€1,25M - €1,5M"
1709564266-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Lutmastraat 117 F,435000.0,1073 GS Amsterdam,64.0,D,6796.875,1073,Amsterdam-Zuid,€250k - €500k
1709564266-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Kiekstraat 155,525000.0,1087 GT Amsterdam,96.0,A,5468.75,1087,Amsterdam-Oost,€500k - €750k
1709564266-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Willem Nakkenstraat 9 3,425000.0,1061 SZ Amsterdam,82.0,C,5182.926829268293,1061,Amsterdam Nieuw-West,€250k - €500k
1709564266-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Berlagehof 36,425000.0,1067 NB Amsterdam,91.0,,4670.32967032967,1067,Amsterdam Nieuw-West,€250k - €500k
1709564266-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Stadionweg 275 1,535000.0,1076 NZ Amsterdam,62.0,C,8629.032258064517,1076,Amsterdam-Zuid,€500k - €750k
1709564266-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Utrechtsedwarsstraat 54 A,925000.0,1017 WH Amsterdam,104.0,C,8894.23076923077,1017,Amsterdam-Zuid-Oost,€750k - €1M
1709564266-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Stadionweg 116 3..,1630000.0,1077 SV Amsterdam,188.0,B,8670.212765957447,1077,Amsterdam-Zuid,"> €1,5M"
1709564266-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Imstenrade 43,745000.0,1082 AK Amsterdam,106.0,,7028.301886792453,1082,Amsterdam-Zuid,€500k - €750k
1709564266-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Stadhouderskade 20 G,2695000.0,1054 ES Amsterdam,203.0,A,13275.862068965518,1054,Amsterdam-West,"> €1,5M"
1709564266-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Johan Herman Doornstraat 31,499000.0,1063 ED Amsterdam,83.0,,6012.048192771084,1063,Amsterdam Nieuw-West,€250k - €500k
1709564266-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=39,Johannes Vermeerstraat 87 -hs,2250000.0,1071 DP Amsterdam,230.0,A,9782.608695652174,1071,Amsterdam-Zuid,"> €1,5M"
1709563723-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Tweede Oosterparkstraat 142,1025000.0,1092 BR Amsterdam,123.0,A,8333.333333333334,1092,Amsterdam-Oost,"€1M - €1,25M"
1709563723-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Vechtstraat 129 II,515000.0,1079 JE Amsterdam,56.0,C,9196.42857142857,1079,Amsterdam-Zuid,€500k - €750k
1709563723-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Beemsterstraat 545,950000.0,1024 BE Amsterdam,170.0,,5588.235294117647,1024,Amsterdam-Noord,€750k - €1M
1709563723-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Bestevâerstraat 137 2,415000.0,1056 HL Amsterdam,49.0,E,8469.387755102041,1056,Amsterdam-West,€250k - €500k
1709563723-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Archimedesplantsoen 76 I,525000.0,1098 KG Amsterdam,70.0,D,7500.0,1098,Amsterdam-Oost,€500k - €750k
1709563723-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Nassaukade 58 -I,500000.0,1052 CP Amsterdam,57.0,B,8771.929824561403,1052,Amsterdam-West,€500k - €750k
1709563723-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,De Clercqstraat 6 F,600000.0,1052 NC Amsterdam,67.0,D,8955.223880597016,1052,Amsterdam-West,€500k - €750k
1709563723-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Panamalaan 52,625000.0,1019 AZ Amsterdam,91.0,A,6868.131868131868,1019,Oostelijk Havengebied (Amsterdam-Oost),€500k - €750k
1709563723-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Daan Roodenburghplein 10,640000.0,1025 MP Amsterdam,121.0,,5289.256198347108,1025,Amsterdam-Noord,€500k - €750k
1709563723-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Cornelis Anthoniszstraat 72 II,1150000.0,1071 VX Amsterdam,141.0,D,8156.0283687943265,1071,Amsterdam-Zuid,"€1M - €1,25M"
1709563723-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Van Hogendorpstraat 146 H,945000.0,1051 BW Amsterdam,106.0,B,8915.094339622641,1051,Amsterdam-West,€750k - €1M
1709563723-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Gustav Mahlerlaan 539 E,550000.0,1082 MK Amsterdam,58.0,A,9482.758620689656,1082,Amsterdam-Zuid,€500k - €750k
1709563723-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Leonard Bernsteinstraat 68 A,750000.0,1082 MR Amsterdam,85.0,A,8823.529411764706,1082,Amsterdam-Zuid,€750k - €1M
1709563723-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Groenlandstraat 50,700000.0,1060 MG Amsterdam,180.0,,3888.8888888888887,1060,Amsterdam Nieuw-West,€500k - €750k
1709563723-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=4,Graaf Florisstraat 23 4V,300000.0,1091 TE Amsterdam,29.0,D,10344.827586206897,1091,Amsterdam-Oost,€250k - €500k
1709561069-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Johannes Vermeerstraat 87 -hs,2250000.0,1071 DP Amsterdam,230.0,A,9782.608695652174,1071,Amsterdam-Zuid,"> €1,5M"
1709561069-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Hogewerf 42,850000.0,1082 NE Amsterdam,113.0,B,7522.123893805309,1082,Amsterdam-Zuid,€750k - €1M
1709561069-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Tweede Goudsbloemdwarsstraat 28,1000000.0,1015 JZ Amsterdam,91.0,,10989.010989010989,1015,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709561069-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Lutmastraat 75,1800000.0,1073 GP Amsterdam,301.0,,5980.066445182724,1073,Amsterdam-Zuid,"> €1,5M"
1709561069-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Dapperstraat 78 E,600000.0,1093 BX Amsterdam,91.0,A,6593.406593406594,1093,Amsterdam-Oost,€500k - €750k
1709561069-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Kuipersstraat 187,500000.0,1073 ER Amsterdam,59.0,A,8474.57627118644,1073,Amsterdam-Zuid,€500k - €750k
1709561069-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Esplanade de Meer 281,1050000.0,1098 WK Amsterdam,152.0,B,6907.894736842105,1098,Amsterdam-Oost,"€1M - €1,25M"
1709561069-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Cornelis Vermuydenstraat 19,925000.0,1018 RN Amsterdam,111.0,A,8333.333333333334,1018,Amsterdam-Zuid-Oost,€750k - €1M
1709561069-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Prinsengracht 785,3250000.0,1017 JZ Amsterdam,305.0,B,10655.737704918032,1017,Amsterdam-Zuid-Oost,"> €1,5M"
1709561069-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Lambertus Zijlplein 42,400000.0,1067 JS Amsterdam,81.0,B,4938.271604938272,1067,Amsterdam Nieuw-West,€250k - €500k
1709561069-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Cruquiusweg 100 E+F+2PP,1280000.0,1019 AJ Amsterdam,232.0,A,5517.241379310345,1019,Oostelijk Havengebied (Amsterdam-Oost),"€1,25M - €1,5M"
1709561069-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Oude Waal 11 + 12,2500000.0,1011 BZ Amsterdam,415.0,,6024.096385542169,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"> €1,5M"
1709561069-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Sarphatipark 71,1995000.0,1073 CS Amsterdam,214.0,,9322.429906542056,1073,Amsterdam-Zuid,"> €1,5M"
1709561069-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Raamgracht 35 G,,1011 KJ Amsterdam,40.0,,,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),
1709561069-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=40,Prinsengracht 26,1700000.0,1015 DW Amsterdam,174.0,,9770.114942528735,1015,Amsterdam-Zuid-Oost,"> €1,5M"
1709561816-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Van Karnebeekstraat 12,675000.0,1067 RK Amsterdam,143.0,,4720.27972027972,1067,Amsterdam Nieuw-West,€500k - €750k
1709561816-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Stadhouderskade 117 A,595000.0,1073 AZ Amsterdam,91.0,A,6538.461538461538,1073,Amsterdam-Zuid,€500k - €750k
1709561816-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Leerdamhof 149,350000.0,1108 BN Amsterdam,88.0,C,3977.2727272727275,1108,Amsterdam-Zuid-Oost,€250k - €500k
1709561816-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Bloemstraat 57 B,595000.0,1016 KW Amsterdam,65.0,C,9153.846153846154,1016,Amsterdam-Zuid-Oost,€500k - €750k
1709561816-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Zuid-Hollandstraat 96 3,925000.0,1082 EM Amsterdam,179.0,B,5167.597765363129,1082,Amsterdam-Zuid,€750k - €1M
1709561816-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Vechtstraat 107 h,450000.0,1079 JC Amsterdam,47.0,E,9574.468085106382,1079,Amsterdam-Zuid,€250k - €500k
1709561816-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Ceintuurbaan 47 II,450000.0,1072 ET Amsterdam,46.0,C,9782.608695652174,1072,Amsterdam-Zuid,€250k - €500k
1709561816-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Veerstraat 82 4,385000.0,1075 SZ Amsterdam,35.0,B,11000.0,1075,Amsterdam-Zuid,€250k - €500k
1709561816-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Bezaanjachtplein 79,250000.0,1034 CR Amsterdam,29.0,A,8620.689655172413,1034,Amsterdam-Noord,€250k - €500k
1709561816-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Faas Wilkesstraat 441 +PP,1000000.0,1095 MD Amsterdam,151.0,A,6622.516556291391,1095,Amsterdam-Oost,"€1M - €1,25M"
1709561816-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Singel 206 A,1250000.0,1016 AA Amsterdam,125.0,,10000.0,1016,Amsterdam-Zuid-Oost,"€1,25M - €1,5M"
1709561816-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Herengracht 76 1,525000.0,1015 BR Amsterdam,48.0,D,10937.5,1015,Amsterdam-Zuid-Oost,€500k - €750k
1709561816-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Jan Springerhof 11,525000.0,1067 LG Amsterdam,96.0,G,5468.75,1067,Amsterdam Nieuw-West,€500k - €750k
1709561816-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Roetersstraat 6 H,785000.0,1018 WC Amsterdam,91.0,,8626.373626373626,1018,Amsterdam-Zuid-Oost,€750k - €1M
1709561816-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=41,Bos en Lommerweg 247 4,395000.0,1055 DV Amsterdam,48.0,A,8229.166666666666,1055,Amsterdam-West,€250k - €500k
1709562141-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Tweede Jan Steenstraat 40 hs,625000.0,1073 VP Amsterdam,79.0,D,7911.392405063291,1073,Amsterdam-Zuid,€500k - €750k
1709562141-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Isaac Titsinghkade 4 L,,1018 CA Amsterdam,84.0,,,1018,Amsterdam-Zuid-Oost,
1709562141-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Isaac Titsinghkade 2 A5,,1018 CA Amsterdam,83.0,,,1018,Amsterdam-Zuid-Oost,
1709562141-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,John Fernhouthof 16,1475000.0,1087 ED Amsterdam,215.0,,6860.46511627907,1087,Amsterdam-Oost,"€1,25M - €1,5M"
1709562141-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Durgerdammerdijk 1008,890000.0,1026 CR Amsterdam,180.0,,4944.444444444444,1026,Amsterdam-Noord,€750k - €1M
1709562141-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Bos en Lommerplantsoen 9 a,250000.0,1055 AA Amsterdam,37.0,D,6756.756756756757,1055,Amsterdam-West,€250k - €500k
1709562141-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Groenhoven 125,250000.0,1103 LA Amsterdam,51.0,E,4901.9607843137255,1103,Amsterdam-Zuid-Oost,€250k - €500k
1709562141-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Heintje Hoekssteeg 5 M,650000.0,1012 GR Amsterdam,101.0,,6435.6435643564355,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709562141-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Johannes Verhulststraat 112 BV,2250000.0,1071 NL Amsterdam,130.0,A,17307.69230769231,1071,Amsterdam-Zuid,"> €1,5M"
1709562141-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Leerdamhof 329,325000.0,1108 CC Amsterdam,131.0,B,2480.916030534351,1108,Amsterdam-Zuid-Oost,€250k - €500k
1709562141-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Bos en Lommerplantsoen 77 D + brg,250000.0,1055 AA Amsterdam,29.0,B,8620.689655172413,1055,Amsterdam-West,€250k - €500k
1709562141-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Domselaerstraat 41 H,525000.0,1093 JN Amsterdam,60.0,C,8750.0,1093,Amsterdam-Oost,€500k - €750k
1709562141-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Marco Polostraat 91 H,1075000.0,1057 WH Amsterdam,143.0,B,7517.482517482517,1057,Amsterdam-West,"€1M - €1,25M"
1709562141-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Reinier Claeszenstraat 27 III/IV,650000.0,1056 WD Amsterdam,97.0,,6701.030927835051,1056,Amsterdam-West,€500k - €750k
1709562141-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=42,Céramiquelaan 211,2995000.0,1031 KG Amsterdam,250.0,A+++,11980.0,1031,Amsterdam-Noord,"> €1,5M"
1709562487-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Keizersgracht 444 G,2250000.0,1016 GD Amsterdam,222.0,,10135.135135135135,1016,Amsterdam-Zuid-Oost,"> €1,5M"
1709562487-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Jacob van Lennepkade 6 H,1495000.0,1053 MJ Amsterdam,176.0,,8494.318181818182,1053,Amsterdam-West,"€1,25M - €1,5M"
1709562487-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Willemsparkweg 118 c,1089000.0,1071 HN Amsterdam,107.0,E,10177.570093457944,1071,Amsterdam-Zuid,"€1M - €1,25M"
1709562487-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Prins Hendrikkade 78 F,450000.0,1012 AE Amsterdam,58.0,,7758.620689655172,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€250k - €500k
